order_id,payment_type,payment_installments,payment_value
ORD205526,Credit Card,11,
ORD226670,Bank_Transfer,7,150
ORD235865,Debit_Card,3,40
ORD228292,Credit_Card,5,200
ORD200085,Voucher,8,60
ORD213107,Voucher,2,
ORD243327,Voucher,7,
ORD222206,Credit Card,11,100
ORD214605,Debit_Card,3,40
ORD223686,Voucher,8,40
ORD207988,Credit Card,1,
ORD220894,Credit Card,5,20
ORD219336,Credit Card,1,
ORD231166,Credit Card,3,
ORD212935,Debit_Card,11,200
ORD204612,Credit_Card,2,40
ORD217323,Credit_Card,3,150
ORD207212,Voucher,10,60
ORD207141,Credit Card,7,200
ORD212047,Bank_Transfer,9,60
ORD220286,Debit_Card,11,150
ORD227315,Debit_Card,3,40
ORD204098,Bank_Transfer,1,60
ORD217562,Debit_Card,7,200
ORD209900,Voucher,1,40
ORD213734,Voucher,9,200
ORD227604,Voucher,5,
ORD210978,Voucher,2,200
ORD219438,Voucher,11,100
ORD204144,Voucher,10,200
ORD222471,Credit_Card,9,20
ORD244844,Debit_Card,10,20
ORD226716,Voucher,2,40
ORD222266,Credit Card,3,40
ORD210473,Voucher,3,
ORD214500,Credit Card,6,
ORD249103,Debit_Card,4,
ORD232065,Voucher,11,60
ORD236766,Voucher,7,20
ORD212287,Credit_Card,7,20
ORD234149,Debit_Card,3,20
ORD226109,Credit Card,5,200
ORD245053,Credit_Card,1,150
ORD216817,Bank_Transfer,4,100
ORD247239,Bank_Transfer,8,40
ORD213927,Credit_Card,8,40
ORD225870,Credit Card,1,200
ORD239021,Credit Card,6,150
ORD237923,Bank_Transfer,2,20
ORD218871,Credit Card,1,150
ORD228519,Debit_Card,7,
ORD225613,Bank_Transfer,8,100
ORD205268,Bank_Transfer,6,150
ORD244197,Voucher,4,150
ORD219725,Bank_Transfer,10,60
ORD223249,Credit Card,2,20
ORD207767,Credit Card,1,40
ORD219240,Credit Card,6,200
ORD232100,Voucher,7,200
ORD239756,Bank_Transfer,3,60
ORD224909,Credit_Card,5,20
ORD229872,Credit Card,3,200
ORD242593,Debit_Card,1,150
ORD227205,Voucher,5,150
ORD236440,Voucher,9,100
ORD206598,Debit_Card,7,200
ORD241335,Debit_Card,7,
ORD229179,Voucher,8,60
ORD231268,Credit_Card,1,200
ORD236772,Bank_Transfer,11,200
ORD208378,Debit_Card,4,100
ORD219294,Voucher,3,150
ORD247921,Credit_Card,3,60
ORD247803,Voucher,9,200
ORD207933,Voucher,8,150
ORD215597,Credit_Card,7,20
ORD236708,Bank_Transfer,1,100
ORD244004,Voucher,6,100
ORD220021,Voucher,5,150
ORD233781,Credit_Card,1,100
ORD231287,Bank_Transfer,2,
ORD221542,Bank_Transfer,9,20
ORD221977,Voucher,11,100
ORD211596,Credit Card,1,200
ORD235687,Credit Card,2,150
ORD225830,Voucher,6,40
ORD229228,Credit Card,2,40
ORD244244,Credit Card,5,40
ORD228871,Credit_Card,1,
ORD243451,Voucher,6,
ORD219735,Bank_Transfer,5,200
ORD246822,Voucher,8,40
ORD214599,Credit Card,8,
ORD208212,Debit_Card,6,150
ORD215214,Credit_Card,2,60
ORD216611,Bank_Transfer,5,150
ORD213320,Voucher,8,100
ORD223732,Credit Card,2,20
ORD232752,Bank_Transfer,9,60
ORD249014,Credit_Card,7,150
ORD249077,Debit_Card,3,100
ORD221731,Debit_Card,1,150
ORD212593,Bank_Transfer,11,20
ORD239753,Credit Card,4,100
ORD218721,Credit_Card,11,150
ORD206719,Bank_Transfer,10,40
ORD209863,Credit Card,3,100
ORD222328,Credit_Card,7,60
ORD210176,Debit_Card,4,20
ORD245655,Credit Card,11,60
ORD225239,Voucher,2,200
ORD240743,Debit_Card,9,200
ORD233611,Voucher,11,100
ORD243992,Credit_Card,6,200
ORD219905,Bank_Transfer,9,100
ORD228513,Debit_Card,6,20
ORD220562,Debit_Card,9,40
ORD243741,Credit Card,10,200
ORD205940,Credit_Card,1,60
ORD207233,Credit Card,9,40
ORD214576,Debit_Card,3,20
ORD209117,Voucher,8,40
ORD204070,Credit Card,5,100
ORD201095,Credit_Card,1,100
ORD236871,Credit_Card,3,200
ORD223664,Credit_Card,6,60
ORD202892,Bank_Transfer,1,100
ORD243657,Bank_Transfer,4,150
ORD244809,Credit_Card,7,40
ORD202705,Bank_Transfer,9,40
ORD227779,Credit Card,2,100
ORD237383,Credit_Card,9,20
ORD242793,Credit Card,11,20
ORD236550,Bank_Transfer,1,200
ORD228880,Bank_Transfer,1,150
ORD232765,Voucher,7,40
ORD249474,Credit Card,7,200
ORD227215,Credit_Card,10,
ORD230408,Credit Card,9,150
ORD235846,Bank_Transfer,2,200
ORD231406,Bank_Transfer,4,150
ORD214214,Bank_Transfer,4,100
ORD238867,Credit_Card,11,20
ORD231711,Credit Card,4,40
ORD231332,Bank_Transfer,7,20
ORD221818,Debit_Card,3,
ORD235892,Credit Card,2,200
ORD227253,Credit Card,7,100
ORD204815,Credit_Card,7,200
ORD245523,Credit Card,6,200
ORD219219,Credit Card,10,150
ORD212620,Bank_Transfer,6,200
ORD228487,Debit_Card,7,100
ORD220191,Credit_Card,9,100
ORD200353,Voucher,7,150
ORD247429,Voucher,3,200
ORD208675,Credit Card,10,200
ORD240475,Voucher,3,200
ORD248905,Credit_Card,11,150
ORD210161,Voucher,2,60
ORD209923,Bank_Transfer,2,60
ORD204254,Debit_Card,10,150
ORD246328,Debit_Card,6,60
ORD239654,Debit_Card,11,20
ORD215890,Credit_Card,6,100
ORD240217,Credit Card,9,150
ORD239081,Credit_Card,2,
ORD202656,Voucher,5,20
ORD225597,Voucher,3,150
ORD240245,Bank_Transfer,11,150
ORD223941,Debit_Card,6,200
ORD229146,Credit_Card,9,20
ORD204634,Voucher,1,20
ORD236860,Bank_Transfer,4,20
ORD228101,Credit Card,2,40
ORD239986,Credit Card,2,200
ORD230447,Credit Card,2,150
ORD222519,Voucher,5,150
ORD201476,Voucher,7,150
ORD219087,Debit_Card,4,
ORD249977,Credit_Card,10,40
ORD241173,Credit_Card,4,
ORD243185,Debit_Card,8,100
ORD231691,Credit_Card,2,
ORD216628,Bank_Transfer,7,60
ORD248482,Credit_Card,6,200
ORD201547,Debit_Card,5,100
ORD233151,Bank_Transfer,5,20
ORD205350,Bank_Transfer,7,100
ORD211568,Credit_Card,4,20
ORD242871,Voucher,11,100
ORD211477,Voucher,8,60
ORD214406,Debit_Card,10,60
ORD213702,Credit_Card,5,150
ORD222467,Bank_Transfer,8,200
ORD244278,Credit_Card,7,100
ORD243753,Credit_Card,6,40
ORD248149,Bank_Transfer,5,200
ORD244615,Voucher,10,40
ORD220532,Credit Card,1,20
ORD249648,Debit_Card,9,200
ORD245353,Debit_Card,1,100
ORD202916,Voucher,9,
ORD238416,Credit Card,4,100
ORD208491,Credit_Card,2,20
ORD232924,Credit Card,5,150
ORD212296,Credit_Card,4,60
ORD211226,Bank_Transfer,6,200
ORD221253,Credit Card,5,20
ORD226170,Bank_Transfer,5,20
ORD248663,Voucher,11,100
ORD219912,Voucher,4,100
ORD236030,Debit_Card,10,200
ORD225576,Voucher,2,150
ORD209366,Voucher,2,60
ORD201630,Credit Card,10,40
ORD215894,Voucher,1,20
ORD231477,Debit_Card,2,
ORD233412,Credit_Card,6,200
ORD205113,Credit Card,8,100
ORD244758,Bank_Transfer,6,40
ORD239453,Bank_Transfer,11,100
ORD236521,Voucher,4,60
ORD213182,Bank_Transfer,5,150
ORD227720,Credit_Card,6,60
ORD215405,Bank_Transfer,4,20
ORD222958,Bank_Transfer,8,40
ORD225070,Debit_Card,7,60
ORD242953,Voucher,5,60
ORD236817,Bank_Transfer,1,100
ORD215824,Voucher,5,100
ORD210512,Debit_Card,4,100
ORD202160,Credit_Card,10,60
ORD235684,Credit_Card,10,200
ORD238507,Debit_Card,7,150
ORD234153,Voucher,8,100
ORD245776,Credit_Card,10,40
ORD208841,Credit Card,3,
ORD239532,Bank_Transfer,4,60
ORD246172,Credit_Card,2,200
ORD235416,Voucher,7,100
ORD204855,Credit Card,4,60
ORD223218,Credit Card,11,200
ORD202839,Bank_Transfer,8,20
ORD241196,Voucher,6,60
ORD218890,Debit_Card,7,150
ORD221982,Bank_Transfer,1,60
ORD206282,Bank_Transfer,6,150
ORD204493,Voucher,5,
ORD211980,Credit Card,4,40
ORD200320,Debit_Card,5,20
ORD224304,Credit_Card,11,200
ORD243265,Debit_Card,2,200
ORD214375,Bank_Transfer,4,
ORD217806,Debit_Card,11,100
ORD221388,Credit Card,7,100
ORD232831,Credit Card,4,150
ORD241498,Bank_Transfer,9,150
ORD216303,Voucher,7,60
ORD210589,Debit_Card,5,40
ORD233371,Debit_Card,5,
ORD201458,Credit Card,4,100
ORD219083,Credit_Card,10,150
ORD210441,Debit_Card,10,40
ORD247927,Bank_Transfer,7,100
ORD203853,Credit_Card,2,60
ORD200387,Debit_Card,10,40
ORD216013,Credit_Card,3,200
ORD240260,Debit_Card,4,100
ORD205694,Bank_Transfer,10,100
ORD245470,Credit Card,9,
ORD209406,Credit_Card,11,40
ORD205706,Voucher,7,200
ORD222450,Voucher,2,40
ORD240763,Voucher,6,200
ORD234494,Voucher,8,
ORD211929,Voucher,5,20
ORD239232,Credit_Card,1,60
ORD225277,Bank_Transfer,7,
ORD248534,Debit_Card,7,40
ORD202363,Bank_Transfer,8,60
ORD223721,Voucher,5,100
ORD200318,Credit Card,9,
ORD239958,Credit_Card,7,20
ORD247150,Credit Card,2,200
ORD248068,Debit_Card,11,60
ORD231385,Bank_Transfer,7,150
ORD237916,Credit_Card,3,150
ORD224278,Bank_Transfer,3,100
ORD235274,Credit Card,2,60
ORD241592,Credit Card,8,40
ORD213015,Bank_Transfer,4,20
ORD239430,Credit_Card,2,100
ORD237317,Voucher,9,100
ORD203542,Bank_Transfer,8,60
ORD219030,Credit_Card,8,
ORD242227,Credit_Card,9,200
ORD227319,Voucher,5,60
ORD201181,Credit_Card,2,150
ORD227995,Voucher,10,200
ORD239170,Voucher,5,60
ORD233342,Voucher,3,60
ORD223798,Debit_Card,1,20
ORD203577,Voucher,11,200
ORD243513,Voucher,6,40
ORD214794,Credit Card,9,20
ORD243661,Credit Card,9,60
ORD210301,Credit_Card,5,60
ORD238271,Bank_Transfer,6,40
ORD247816,Voucher,7,60
ORD214260,Debit_Card,1,60
ORD212642,Bank_Transfer,11,60
ORD242089,Voucher,5,20
ORD221341,Credit_Card,11,100
ORD242626,Credit Card,9,40
ORD204154,Bank_Transfer,7,60
ORD205162,Credit_Card,7,200
ORD228942,Credit Card,9,20
ORD232250,Bank_Transfer,3,100
ORD226485,Voucher,5,20
ORD212562,Credit Card,2,60
ORD231668,Credit_Card,7,
ORD228083,Credit_Card,1,60
ORD241167,Credit_Card,3,40
ORD246695,Credit_Card,11,100
ORD233310,Voucher,6,20
ORD201251,Bank_Transfer,3,40
ORD219226,Credit_Card,10,40
ORD208244,Credit Card,11,
ORD202311,Voucher,5,200
ORD202744,Credit_Card,9,
ORD203501,Bank_Transfer,1,40
ORD234760,Credit_Card,3,150
ORD222189,Voucher,5,200
ORD245879,Credit_Card,10,20
ORD202120,Credit Card,5,60
ORD203027,Voucher,1,100
ORD200292,Voucher,3,100
ORD212678,Bank_Transfer,5,200
ORD203552,Credit Card,7,200
ORD246612,Voucher,7,
ORD235009,Credit Card,9,60
ORD220483,Credit_Card,1,20
ORD240657,Credit Card,3,200
ORD203777,Credit_Card,7,100
ORD207435,Debit_Card,6,
ORD219070,Debit_Card,9,60
ORD232165,Debit_Card,7,60
ORD203638,Debit_Card,9,150
ORD244704,Bank_Transfer,1,20
ORD249953,Voucher,2,100
ORD208217,Credit Card,10,200
ORD248149,Credit_Card,9,100
ORD240678,Credit_Card,6,
ORD227368,Debit_Card,2,
ORD229438,Voucher,10,60
ORD231126,Bank_Transfer,1,200
ORD201548,Credit Card,6,20
ORD228641,Debit_Card,11,
ORD229624,Bank_Transfer,5,
ORD207251,Credit Card,9,200
ORD210618,Credit Card,1,100
ORD201261,Voucher,6,40
ORD217629,Credit_Card,9,200
ORD202763,Voucher,9,200
ORD204324,Debit_Card,4,60
ORD213170,Credit Card,11,200
ORD233249,Bank_Transfer,7,40
ORD235463,Voucher,1,200
ORD205709,Debit_Card,8,150
ORD210944,Bank_Transfer,6,60
ORD232054,Voucher,1,150
ORD207817,Bank_Transfer,5,100
ORD210889,Bank_Transfer,11,100
ORD219962,Voucher,7,100
ORD239402,Voucher,8,20
ORD227172,Credit Card,11,40
ORD233318,Credit_Card,2,
ORD234958,Bank_Transfer,5,40
ORD224284,Credit Card,3,150
ORD201663,Credit_Card,10,60
ORD240450,Voucher,4,
ORD244950,Credit_Card,5,20
ORD234510,Voucher,5,20
ORD246525,Debit_Card,9,40
ORD223693,Credit_Card,4,
ORD247821,Credit Card,10,
ORD237902,Bank_Transfer,5,
ORD222882,Voucher,2,150
ORD241353,Bank_Transfer,11,
ORD209561,Bank_Transfer,8,20
ORD227150,Credit Card,2,150
ORD221796,Voucher,2,40
ORD214291,Credit Card,3,100
ORD249764,Voucher,3,20
ORD220112,Voucher,8,20
ORD211391,Credit Card,11,150
ORD214875,Credit_Card,10,150
ORD248268,Credit_Card,7,100
ORD214787,Credit_Card,4,20
ORD246446,Credit Card,4,60
ORD210653,Credit_Card,6,200
ORD238595,Bank_Transfer,10,20
ORD223806,Voucher,5,200
ORD221078,Credit_Card,2,100
ORD213944,Voucher,4,200
ORD205661,Credit Card,4,60
ORD230487,Bank_Transfer,1,100
ORD217173,Bank_Transfer,7,
ORD204569,Credit_Card,7,150
ORD227760,Debit_Card,2,150
ORD213481,Credit_Card,11,60
ORD209610,Debit_Card,1,20
ORD237304,Debit_Card,10,200
ORD245667,Debit_Card,9,100
ORD224830,Voucher,6,60
ORD232602,Credit Card,11,150
ORD202402,Voucher,1,40
ORD247014,Voucher,1,
ORD221252,Debit_Card,1,200
ORD202918,Credit_Card,7,150
ORD240841,Credit Card,2,60
ORD202230,Credit Card,8,
ORD246203,Bank_Transfer,7,
ORD218703,Credit_Card,4,100
ORD220009,Voucher,2,150
ORD217314,Credit_Card,7,200
ORD228003,Bank_Transfer,10,40
ORD233342,Voucher,6,
ORD244584,Credit_Card,5,40
ORD237586,Voucher,11,20
ORD207250,Debit_Card,4,40
ORD202682,Debit_Card,4,200
ORD220332,Voucher,11,100
ORD221323,Bank_Transfer,4,200
ORD226995,Credit_Card,4,60
ORD223648,Voucher,10,60
ORD216745,Credit_Card,7,
ORD228116,Credit Card,5,20
ORD228173,Voucher,8,
ORD207160,Voucher,11,200
ORD238794,Credit_Card,4,60
ORD235187,Bank_Transfer,8,60
ORD219883,Bank_Transfer,2,100
ORD205054,Credit Card,3,60
ORD219033,Voucher,6,150
ORD247050,Voucher,7,40
ORD213422,Credit Card,6,200
ORD202151,Voucher,9,40
ORD205043,Debit_Card,11,60
ORD229427,Credit Card,9,40
ORD201417,Debit_Card,5,200
ORD236341,Voucher,2,200
ORD200476,Credit_Card,2,60
ORD245692,Voucher,3,150
ORD203632,Voucher,7,
ORD232954,Debit_Card,7,40
ORD234072,Credit_Card,7,
ORD220356,Bank_Transfer,8,
ORD201013,Bank_Transfer,11,60
ORD233944,Voucher,8,150
ORD214698,Credit Card,7,20
ORD224413,Debit_Card,8,100
ORD229458,Voucher,9,60
ORD210465,Debit_Card,10,150
ORD223176,Credit Card,2,200
ORD230925,Credit_Card,3,20
ORD215899,Bank_Transfer,1,200
ORD201976,Bank_Transfer,7,60
ORD244465,Credit Card,1,150
ORD224256,Voucher,2,40
ORD237061,Credit Card,5,200
ORD211931,Credit_Card,3,20
ORD216374,Voucher,7,
ORD225641,Credit Card,3,40
ORD212751,Bank_Transfer,3,150
ORD247888,Debit_Card,4,200
ORD249024,Credit Card,6,20
ORD226597,Voucher,11,
ORD237525,Voucher,4,40
ORD212105,Bank_Transfer,2,
ORD247624,Credit Card,11,200
ORD238760,Debit_Card,10,60
ORD204095,Bank_Transfer,7,150
ORD201248,Bank_Transfer,3,40
ORD213880,Credit_Card,1,200
ORD239254,Voucher,1,60
ORD230592,Credit_Card,11,100
ORD206671,Bank_Transfer,1,60
ORD200289,Credit Card,3,60
ORD202803,Voucher,11,200
ORD225851,Voucher,6,60
ORD203420,Bank_Transfer,9,200
ORD222420,Bank_Transfer,1,20
ORD233327,Bank_Transfer,5,150
ORD206297,Credit_Card,6,200
ORD237040,Debit_Card,10,200
ORD208144,Credit_Card,9,40
ORD238306,Bank_Transfer,2,200
ORD235017,Credit Card,7,20
ORD226891,Bank_Transfer,6,60
ORD235949,Bank_Transfer,5,20
ORD224940,Bank_Transfer,10,200
ORD204796,Bank_Transfer,5,150
ORD244425,Debit_Card,7,150
ORD230419,Voucher,2,40
ORD243613,Debit_Card,9,200
ORD218893,Voucher,1,150
ORD246375,Credit_Card,9,60
ORD248157,Voucher,5,20
ORD237288,Credit Card,5,40
ORD210499,Bank_Transfer,8,40
ORD224286,Credit_Card,2,20
ORD207205,Credit Card,4,150
ORD241576,Bank_Transfer,11,
ORD212808,Debit_Card,10,20
ORD222960,Debit_Card,2,40
ORD211095,Bank_Transfer,1,100
ORD205272,Credit_Card,11,200
ORD243100,Credit Card,4,
ORD225850,Credit_Card,4,20
ORD221911,Debit_Card,11,20
ORD212273,Voucher,9,40
ORD211310,Bank_Transfer,8,100
ORD215019,Credit_Card,2,
ORD247776,Voucher,3,40
ORD223066,Credit_Card,1,100
ORD231445,Debit_Card,10,60
ORD225492,Credit Card,7,200
ORD242520,Bank_Transfer,1,20
ORD244351,Bank_Transfer,2,60
ORD245867,Voucher,7,150
ORD245348,Credit Card,6,200
ORD201634,Bank_Transfer,1,100
ORD236515,Debit_Card,3,100
ORD211701,Bank_Transfer,6,20
ORD234724,Credit Card,2,20
ORD200272,Debit_Card,7,60
ORD206169,Voucher,2,100
ORD211263,Debit_Card,4,150
ORD241854,Debit_Card,7,100
ORD238117,Bank_Transfer,7,
ORD249212,Credit_Card,5,20
ORD230555,Credit_Card,7,
ORD210453,Bank_Transfer,6,150
ORD232905,Voucher,10,
ORD208758,Voucher,2,200
ORD222305,Credit Card,7,20
ORD246879,Voucher,2,60
ORD211831,Credit_Card,4,20
ORD224743,Credit_Card,6,150
ORD212203,Debit_Card,8,
ORD218326,Credit_Card,2,
ORD239985,Voucher,6,20
ORD247454,Voucher,3,
ORD237667,Bank_Transfer,9,
ORD213396,Debit_Card,5,200
ORD200024,Debit_Card,1,
ORD245784,Credit_Card,5,20
ORD226160,Credit Card,9,200
ORD224116,Credit_Card,7,200
ORD214680,Credit_Card,7,150
ORD206473,Bank_Transfer,7,200
ORD220688,Credit Card,4,40
ORD247243,Voucher,11,40
ORD203408,Bank_Transfer,4,40
ORD248452,Debit_Card,5,100
ORD217522,Debit_Card,8,40
ORD249393,Debit_Card,7,200
ORD205882,Credit Card,7,100
ORD202147,Credit_Card,11,40
ORD240994,Debit_Card,11,
ORD224864,Credit_Card,5,200
ORD223614,Bank_Transfer,5,40
ORD230549,Debit_Card,6,100
ORD224150,Credit Card,4,60
ORD224940,Bank_Transfer,9,60
ORD205390,Bank_Transfer,8,150
ORD213625,Debit_Card,9,150
ORD200232,Debit_Card,6,200
ORD205241,Bank_Transfer,10,100
ORD243426,Debit_Card,7,200
ORD238446,Credit Card,10,40
ORD204801,Bank_Transfer,1,60
ORD213987,Voucher,9,20
ORD212040,Voucher,6,100
ORD201813,Voucher,1,60
ORD231927,Credit Card,2,40
ORD211949,Credit Card,4,20
ORD229641,Credit_Card,10,100
ORD211074,Credit_Card,4,100
ORD206553,Bank_Transfer,9,
ORD216779,Bank_Transfer,10,100
ORD238395,Credit_Card,4,100
ORD211882,Bank_Transfer,1,20
ORD215191,Credit_Card,10,40
ORD219636,Credit Card,4,100
ORD223954,Credit Card,2,150
ORD231172,Credit Card,4,40
ORD247941,Voucher,10,60
ORD211900,Voucher,6,200
ORD212592,Bank_Transfer,9,150
ORD203376,Bank_Transfer,7,40
ORD243273,Credit Card,2,100
ORD200625,Credit_Card,2,40
ORD239575,Credit Card,1,100
ORD234033,Debit_Card,11,100
ORD213342,Bank_Transfer,9,20
ORD244110,Voucher,4,
ORD206298,Credit_Card,5,40
ORD214772,Credit_Card,11,
ORD243259,Debit_Card,6,60
ORD212424,Bank_Transfer,2,40
ORD201869,Debit_Card,2,40
ORD216575,Credit_Card,8,60
ORD203067,Credit_Card,7,200
ORD228082,Bank_Transfer,4,150
ORD237017,Debit_Card,5,60
ORD216510,Credit Card,7,200
ORD202317,Bank_Transfer,3,20
ORD228236,Debit_Card,10,
ORD200984,Voucher,8,40
ORD205108,Credit_Card,11,100
ORD243721,Debit_Card,9,
ORD247039,Debit_Card,1,
ORD249568,Credit_Card,5,150
ORD227077,Credit Card,2,100
ORD209633,Credit Card,4,
ORD241906,Voucher,11,150
ORD229975,Credit_Card,7,20
ORD239199,Credit Card,9,200
ORD222294,Voucher,8,150
ORD222887,Voucher,3,150
ORD233052,Credit Card,3,40
ORD210084,Credit_Card,6,150
ORD208283,Credit_Card,6,20
ORD208723,Credit Card,7,20
ORD211709,Credit_Card,3,150
ORD215944,Credit Card,2,100
ORD223575,Voucher,1,150
ORD208628,Bank_Transfer,8,150
ORD217010,Credit Card,2,200
ORD243343,Credit_Card,11,20
ORD211565,Debit_Card,9,200
ORD220535,Bank_Transfer,5,60
ORD226630,Bank_Transfer,2,
ORD233955,Debit_Card,9,200
ORD229252,Credit Card,3,40
ORD206688,Voucher,11,100
ORD216790,Credit Card,7,150
ORD242872,Bank_Transfer,5,200
ORD225706,Bank_Transfer,11,40
ORD238714,Voucher,10,40
ORD239526,Credit Card,2,20
ORD220227,Debit_Card,6,100
ORD237946,Voucher,3,
ORD226498,Bank_Transfer,1,
ORD246670,Debit_Card,8,100
ORD231389,Credit Card,1,20
ORD245120,Credit Card,10,200
ORD213729,Credit Card,3,150
ORD225465,Credit_Card,1,
ORD232789,Debit_Card,10,20
ORD246235,Debit_Card,4,
ORD238023,Credit Card,7,200
ORD241227,Voucher,7,200
ORD242613,Bank_Transfer,11,100
ORD242979,Credit Card,10,40
ORD239552,Voucher,2,40
ORD233442,Debit_Card,9,60
ORD213646,Bank_Transfer,1,100
ORD210659,Bank_Transfer,1,100
ORD200752,Credit Card,8,40
ORD218715,Credit Card,6,200
ORD245165,Credit_Card,3,20
ORD244749,Debit_Card,1,
ORD221832,Voucher,8,
ORD235753,Credit Card,8,200
ORD225097,Bank_Transfer,5,150
ORD238371,Bank_Transfer,9,150
ORD209323,Bank_Transfer,1,200
ORD214696,Credit_Card,4,150
ORD229690,Bank_Transfer,5,100
ORD238329,Credit_Card,6,200
ORD213959,Credit_Card,6,100
ORD204075,Bank_Transfer,7,60
ORD234037,Voucher,3,100
ORD247077,Bank_Transfer,1,200
ORD227522,Credit_Card,6,40
ORD220599,Credit_Card,4,60
ORD246445,Credit_Card,3,150
ORD202431,Credit_Card,3,40
ORD206537,Bank_Transfer,10,40
ORD227198,Voucher,9,60
ORD211642,Credit Card,5,100
ORD236428,Bank_Transfer,3,150
ORD209131,Voucher,8,200
ORD208662,Voucher,5,
ORD223666,Credit_Card,3,40
ORD235634,Credit Card,10,150
ORD247350,Voucher,9,100
ORD232670,Credit Card,1,200
ORD218005,Credit_Card,3,60
ORD243047,Credit Card,4,150
ORD240141,Voucher,7,150
ORD235949,Bank_Transfer,4,150
ORD231689,Credit Card,10,20
ORD206725,Credit_Card,10,150
ORD246371,Bank_Transfer,10,20
ORD211808,Voucher,11,200
ORD212211,Voucher,3,100
ORD202660,Bank_Transfer,8,100
ORD244223,Debit_Card,10,
ORD230476,Voucher,2,60
ORD224666,Credit_Card,2,100
ORD204070,Bank_Transfer,5,40
ORD205277,Credit Card,6,40
ORD233577,Credit Card,11,150
ORD237740,Credit Card,2,40
ORD218449,Credit_Card,3,40
ORD228471,Credit Card,4,40
ORD229614,Bank_Transfer,10,200
ORD232975,Debit_Card,9,200
ORD240265,Credit_Card,1,200
ORD244564,Credit Card,8,
ORD233327,Credit Card,5,20
ORD205358,Voucher,3,40
ORD207164,Bank_Transfer,6,150
ORD231395,Debit_Card,6,200
ORD207485,Credit_Card,6,200
ORD203988,Credit_Card,6,100
ORD220560,Debit_Card,5,150
ORD204630,Credit_Card,4,40
ORD210822,Credit_Card,9,60
ORD235774,Voucher,3,200
ORD238292,Voucher,9,150
ORD200061,Debit_Card,5,150
ORD249947,Bank_Transfer,5,40
ORD212336,Voucher,5,
ORD212746,Debit_Card,6,60
ORD201696,Debit_Card,6,
ORD236968,Bank_Transfer,11,60
ORD223879,Credit Card,8,
ORD212784,Voucher,11,
ORD206575,Bank_Transfer,1,
ORD239300,Bank_Transfer,3,20
ORD223125,Credit_Card,10,60
ORD239578,Debit_Card,4,
ORD240366,Debit_Card,1,150
ORD233881,Credit_Card,1,40
ORD238960,Bank_Transfer,9,100
ORD226604,Voucher,9,200
ORD247536,Voucher,4,60
ORD222762,Debit_Card,3,200
ORD233820,Voucher,4,
ORD224803,Credit_Card,3,20
ORD223908,Bank_Transfer,9,
ORD227206,Debit_Card,11,20
ORD239160,Credit_Card,7,60
ORD202317,Debit_Card,1,40
ORD214456,Credit_Card,11,150
ORD205204,Debit_Card,6,200
ORD220876,Bank_Transfer,7,200
ORD235683,Credit Card,3,40
ORD244600,Voucher,9,
ORD243886,Voucher,2,150
ORD245871,Bank_Transfer,5,20
ORD208768,Bank_Transfer,6,60
ORD206758,Credit_Card,11,40
ORD232309,Voucher,7,60
ORD204870,Debit_Card,1,100
ORD245725,Credit_Card,9,150
ORD222194,Voucher,8,60
ORD234176,Bank_Transfer,3,200
ORD227561,Voucher,9,150
ORD248681,Credit_Card,8,200
ORD223938,Voucher,10,60
ORD247892,Credit Card,2,200
ORD205884,Credit_Card,11,100
ORD241569,Credit_Card,11,60
ORD241980,Bank_Transfer,5,
ORD200515,Credit_Card,5,40
ORD232886,Bank_Transfer,11,20
ORD207278,Credit Card,2,100
ORD233278,Credit_Card,4,200
ORD211553,Voucher,10,
ORD246337,Debit_Card,10,
ORD202296,Credit_Card,2,
ORD218413,Voucher,3,60
ORD249139,Bank_Transfer,11,150
ORD233105,Debit_Card,1,200
ORD218242,Debit_Card,11,
ORD212528,Credit_Card,6,200
ORD204843,Credit Card,11,60
ORD237614,Credit Card,3,150
ORD248207,Credit Card,11,
ORD241028,Credit Card,8,60
ORD244089,Voucher,3,60
ORD204458,Bank_Transfer,5,60
ORD201105,Credit Card,11,20
ORD221181,Credit Card,6,20
ORD226789,Credit Card,8,
ORD221069,Credit Card,10,150
ORD204150,Bank_Transfer,7,100
ORD227164,Voucher,5,40
ORD229811,Credit_Card,8,200
ORD220692,Debit_Card,4,150
ORD208894,Voucher,4,20
ORD221818,Credit_Card,11,40
ORD234802,Credit Card,2,40
ORD246683,Credit_Card,10,100
ORD247659,Credit_Card,2,60
ORD247954,Credit Card,5,150
ORD213362,Voucher,6,100
ORD242661,Credit_Card,11,20
ORD203208,Bank_Transfer,8,40
ORD208131,Credit_Card,7,40
ORD213718,Bank_Transfer,2,20
ORD245645,Voucher,2,20
ORD205755,Credit Card,6,200
ORD247548,Bank_Transfer,9,200
ORD216981,Bank_Transfer,1,60
ORD241150,Credit Card,7,60
ORD226232,Bank_Transfer,2,200
ORD205693,Credit Card,2,150
ORD213992,Bank_Transfer,8,20
ORD236061,Credit Card,8,100
ORD242519,Voucher,10,60
ORD213558,Credit_Card,5,
ORD240639,Credit Card,3,20
ORD220227,Voucher,3,100
ORD206287,Credit_Card,5,40
ORD242630,Bank_Transfer,1,40
ORD223991,Bank_Transfer,8,60
ORD219073,Credit_Card,5,100
ORD219411,Credit Card,10,60
ORD215612,Voucher,3,60
ORD225158,Credit Card,8,40
ORD238439,Bank_Transfer,2,60
